Timestep,ObstacleType,Camera_0,Camera_1,Camera_2,Camera_3,Camera_4,LiDAR_x,LiDAR_y,LiDAR_z,Radar_Speed,Radar_Dist,Radar_Angle
0,Car,0.016494354184632576,0.01106358685356684,0.8309928138324791,0.14144924512932142,0.0,44.03755391361575,-3.3831258311440333,1.6103362500574334,41.26933650451477,50.77410721727065,17.35653668266653
1,Cyclist,0.16287022893884548,0.7758045646473252,0.023817145513283646,0.03440452046017822,0.0031035404403674015,13.853423928481151,2.576197866002801,1.656980854033723,29.832573074765477,31.625106146206456,25.223918912422185
2,None,0.04340047297630866,0.09946407339545547,0.32588316954863916,0.3642780447349621,0.16697423934463443,66.25916610133736,4.5921235667612805,0.31877873567760656,-0.05557014967610141,84.78376983753206,2.1324478722299496
3,Truck,0.0,0.021145250767854954,0.11313967376068987,0.8657150754714552,0.0,23.755460459194907,-11.39297885213616,1.6414330588395252,50.271380491933144,30.368062204241653,26.97038967927219
4,Cyclist,0.10459986625290499,0.8742184467687987,0.012739323409372392,0.0,0.008442363568923944,29.423912698760034,-4.497565182341594,2.9419942436894084,10.888512618257462,26.317395804443766,-1.3926585734500865
5,Cyclist,0.1361885865772801,0.8586404604584424,0.0,0.005170952964277495,0.0,6.45737060282877,0.6111232129656979,2.350429986556187,22.822987119757467,10.908692815686395,11.811848344242577
6,None,0.09748758381942092,0.1595184318258501,0.2529258336177578,0.4586871930045239,0.03138095773244724,54.206998249752445,-6.767425718107725,0.4492770942635396,,,
7,Cyclist,0.09101209714262856,0.8316031979377599,0.02699987559557481,0.02912757160545567,0.021257257718580953,8.277174158328284,-1.1067822674915389,1.526437713086557,,,
8,None,0.15809148040492946,0.31751180300792803,0.13579998577446925,0.3036330116244418,0.08496371918823145,99.50269250521316,-7.19831969526952,0.25916482618186837,0.4815372355084089,107.88062963981072,2.024840839871093
9,Car,0.011192361351801362,0.0,0.8267595824822985,0.16204805616590004,0.0,30.27394942318714,-13.688199365482369,2.121092122886255,37.025066503999696,63.95518352177741,-29.8276745508444
10,None,0.382001088466773,0.32744072059044094,0.117710530042213,0.1114107081722859,0.061436952728287246,62.512144908229764,0.984533294122409,0.35729796135003117,-0.4401322061081143,118.19461122652777,2.3789691669576847
11,None,0.08142422761092608,0.12025922385929796,0.29760868389607803,0.38465163626591103,0.11605622836778706,92.82449205941612,3.1738726323789006,0.08146721354071484,0.2848385564126312,81.06045242166488,0.8577558127346325
12,Truck,0.0,0.02154125574002634,0.13184787501615264,0.8205561742499727,0.02605469499384824,74.32643472595534,-40.971141320745616,2.7912799032187565,47.02942069542683,98.0278383633696,-11.96049676272865
13,Car,0.0,0.003333033713698774,0.8310801887018594,0.16558677758444185,0.0,5.315712673111277,2.390396954128915,1.1837009944917323,47.48578675544922,36.78480079980727,-8.465693409879062
14,Car,0.036339377499994496,0.060659716988172185,0.773089499114057,0.10667373729722399,0.023237669100552343,53.15513277403411,-24.745901105342433,1.0926673334026724,66.47765283460805,60.254101061727305,-2.5087993138052327
15,Pedestrian,0.8596858401084874,0.12531624956211634,0.0,0.011854446102890524,0.003143464226505797,16.889347544651294,8.984120701990562,1.6273549793749402,6.600691519063781,5.732010365858871,-15.516625592423058
16,Car,0.030042981629974395,0.003964981386199141,0.8883618564082818,0.027759746376280345,0.04987043419926425,69.72093309807089,24.83757879549383,3.0022828074126844,22.860858968582956,11.82435477046935,-7.335874676642997
17,None,0.24248743542703802,0.0675236998078713,0.1408601394228553,0.2674767576372649,0.2816519677049705,83.58503422029284,2.3625648091579166,0.17908135901642025,0.3431463911855992,100.81230803615173,2.723183917356393
18,None,0.12329176723966905,0.24779168369075116,0.14033999662961494,0.2847160560010522,0.20386049643891258,69.8271391160635,2.4417340045574694,0.4311818543733726,-0.7058530381419241,117.06350500645978,-0.07883706920461808
19,Car,0.0,0.0,0.9132240303950264,0.0867759696049735,0.0,39.709529425147956,6.91744824760522,1.3359601960594158,41.506328908888236,55.41454433230423,9.24087702323234
20,None,0.3585389982372533,0.2380723076051184,0.13029198317045396,0.25929290988079556,0.013803801106378886,76.63086332275115,-5.150589927305407,0.13462161547469048,-0.9598576044445473,92.88316662332713,-2.8855199300345538
21,Pedestrian,0.878751468740057,0.08613588839124099,0.0,0.02647503728977563,0.008637605578926406,8.05631335004214,-1.7603540176038461,1.2032574333316837,1.4680987338022256,10.716947824772795,-19.18465750310069
22,None,0.1539989558154294,0.3487049559779176,0.24080790120365875,0.11397182686120104,0.1425163601417932,75.38051893422275,-5.151805351698395,0.05741841236960177,-0.42273889351948846,103.24952885690449,-3.4563728472579767
23,Truck,0.0,0.02518318597871558,0.06738558159193506,0.853611153289644,0.053820079139705324,61.91379445617059,-1.8953718388620284,1.8693963705416203,19.64554433911291,17.441799831996132,13.596871246047106
24,Cyclist,0.12043927621721559,0.7738852324615036,0.047157744421995586,0.017686989947606875,0.04083075695167842,20.402078460477973,-4.374819093280398,2.48508055431671,28.212039409351227,27.13279819422454,-22.21471431975284
25,None,0.14161423006147172,0.21705842851800353,0.24134622454852686,0.31855692527098806,0.08142419160100975,57.49587136743869,-5.414972095347171,0.36112628419653314,0.2822952657705946,107.75793777868401,0.42724443347596175
26,Car,0.0,0.012264738428616693,0.7983848976095639,0.17831352373183823,0.011036840229981191,74.89713996576042,5.270964210644523,2.430792628774395,45.402726446115054,76.67051784003328,26.321203131564967
27,Pedestrian,0.8526265698513609,0.14577236572613916,0.001601064422499888,0.0,0.0,15.591998543008668,-4.659701374626842,1.316931139611758,2.6775251503057502,18.96144580258025,10.400627345386056
28,None,0.17829619245570083,0.06812402583746026,0.110919023461477,0.6181580480150438,0.02450271023031798,93.08928105067587,8.922309242672654,0.18665465813987647,0.2879990864780315,96.34936684392386,-4.746136443396551
29,None,0.21585444771987605,0.3084153767981855,0.08144907440626795,0.13111984778191524,0.26316125329375534,,,,-0.8289829382910638,88.31545020584109,-4.734677961261803
30,Truck,0.02642618350897442,0.027212560653745218,0.14114505293012974,0.8052162029071507,0.0,,,,23.122440717696662,69.37069209569073,9.412334224740949
31,Pedestrian,0.9087612313103625,0.036725846935143164,0.018024716610756553,0.009162040479564645,0.02732616466417321,19.990185762097166,-7.349313047135189,2.30179934261769,4.3844091806358785,6.366636149704051,5.318075422294058
32,Car,0.0,0.03165735933213439,0.8658757030946743,0.10144133317115155,0.0010256044020397108,28.920440586829184,8.36602245745913,1.331967903875973,34.240231526715526,84.18394984435037,16.107556504009697
33,None,0.3044637519000965,0.13408295257229869,0.2053726767072273,0.14209983477474789,0.21398078404562965,78.39726152763147,8.309765951760838,0.01697298929289942,-0.40530198525489847,116.97584781506121,4.7105824516536785
34,Car,0.0,0.0,0.8426429262006042,0.13368870313361791,0.02366837066577792,9.65265067154382,-1.8516808505480984,2.0961673269903507,34.33426828032075,12.219578946650294,23.995167795437684
35,Car,0.0,0.023769828778509437,0.815952984496392,0.1602771867250985,0.0,25.932161881060704,-5.587834939029525,1.5495251367452214,77.48983223625181,80.66405687528693,-26.68151165239444
36,Cyclist,0.049597741537601645,0.9438042467161949,0.006598011746203472,0.0,0.0,31.76807758401044,-5.235821554466107,1.1670777629265585,27.49535068232871,13.324339165066444,-15.313991312210755
37,Car,0.028500546568245924,0.035545193013082996,0.7586020851979883,0.17129396886062126,0.006058206360061403,23.68781065135945,5.703101686622363,1.990947354787534,55.88541282438421,85.14464059613144,-6.170732793646285
38,None,0.08229249748826523,0.14522070999246187,0.1859567340947557,0.25101774936677174,0.33551230905774543,50.31929358584168,-4.259237336501744,0.3084634591878711,0.26362705403333675,90.39214324256639,1.340057030996114
39,None,0.15845155893136978,0.15415262382016856,0.3688097589984606,0.17241823076343754,0.1461678274865636,81.04577588837385,-9.085159323749743,0.43576840307618814,0.937755710571383,109.986073269717,-3.6991375986936803
40,Pedestrian,0.8433081487261971,0.021920945628327707,0.034994428949147574,0.04230896774947795,0.057467508946849606,21.64432798820686,-6.293923415893995,0.6548237738870646,,,
41,None,0.09688579688275849,0.16549862857365677,0.3238250058540016,0.20641725301594024,0.20737331567364298,56.259289610127524,3.711305744579427,0.21515294744973135,-0.016810906517126245,82.56835748300536,0.819714019143988
42,None,0.2814585455087843,0.0945398734072144,0.10357972110285109,0.4553222073032182,0.06509965267793204,57.12477714507566,-0.02223693097287871,0.30907786715905955,0.1192973669738282,80.39083389676735,-1.7353869175600813
43,Pedestrian,0.9035718427957836,0.040308969461726116,0.01797097880045874,0.01759242323472224,0.02055578570730926,7.541159236898794,1.0595092921160254,1.9235842713087232,5.667337448166123,13.585054615916352,21.7517384682595
44,None,0.0464511053889038,0.060209363236771,0.06981422214713004,0.6868304585880906,0.13669485063910455,87.13532605999904,-1.490133311038493,0.17296749627348146,0.9752991274721157,81.6043676564993,3.670314961224486
45,Car,0.0033008693779842417,0.018195309855764744,0.826152965004017,0.12309387603064606,0.0292569797315879,14.40764661464538,3.2817797978058993,2.8173051871264794,72.81937692653673,49.207616060850846,2.87205833289701
46,Car,0.0,0.0,0.9450390049864796,0.026883386641137645,0.028077608372382802,35.71913915321258,-9.609613141175094,2.2975101298516627,70.49857270718385,82.70017685897486,7.23938291389924
47,Truck,0.0,0.009538655879151174,0.0,0.9671401987466054,0.02332114537424349,54.57615577751004,-0.9111610958091935,2.3998855745976138,14.599694589089246,84.09494944135375,-4.611750237384291
48,None,0.17407229184843104,0.296994591628684,0.15613341804664538,0.16387923043462643,0.20892046804161316,78.3508130493334,4.768984185026531,0.43925778065067395,-0.3459336768735226,106.70373542254339,3.078459419412585
49,None,0.23520874699938743,0.23260736210672647,0.33179243110426504,0.08727429955666269,0.11311716023295833,73.17470219002863,-2.404284396415404,0.4316668247859126,-0.041636244740538064,81.02568263225743,-1.5875217237384365
50,Car,0.028285691416745366,0.006019562232051455,0.8416789275254877,0.10166747282717847,0.02234834599853699,40.50578452983338,-10.569171237859672,1.4112692333196917,62.90190640171286,34.456548126969686,-5.362576187095065
51,None,0.20687513861751786,0.17595588544647725,0.16368693398026987,0.3351355721744988,0.1183464697812362,91.99306514333603,8.000462467960222,0.17671068965135905,0.5610510304877236,90.99224142192544,3.2261431851367846
52,None,0.22287832718748046,0.07074312688277914,0.20820234909319832,0.0835138425531492,0.4146623542833927,56.821987627836656,3.902891080951875,0.20215938405214606,0.43519553131635247,107.69744605297478,4.912559937021882
53,Pedestrian,0.9218011664758708,0.0781988335241292,0.0,0.0,0.0,10.83691327047403,0.4792654192272534,2.3060851607778488,3.6382809840483725,21.60692459898539,32.765191317042564
54,Truck,0.003053543652581605,0.0,0.020300168851321358,0.9513640464360664,0.025282241060030547,27.305684159419624,-2.706595479435319,1.3125672186108472,,,
55,Car,0.0,0.017817602189980377,0.8799239879520615,0.056093340657418854,0.046165069200539345,74.11963054614722,28.39511407986522,1.6022575489442539,71.96522403790253,81.93932960626486,16.03456400158494
56,Car,0.0,0.012451906926257196,0.8635056432804407,0.1240424497933022,0.0,15.614960474418558,-2.2048098552259523,1.1532715327757463,45.87782892194711,37.458604606252806,-0.9102302872266584
57,None,0.19792678901345048,0.2587036450007414,0.1840735449103424,0.1602893279874494,0.19900669308801633,71.30416919451858,-7.38579246519601,0.44330210762023337,-0.6107549763584699,94.71037403509159,-0.8587024747107295
58,None,0.03471964164432371,0.23058064087251173,0.1651886856893546,0.47580027479013376,0.09371075700367626,86.86785386938999,-0.47963741262466897,0.18794414257288466,-0.08110646318802672,111.40066175348227,3.9208468894023447
59,None,0.12565006070389878,0.09219087649163205,0.3322871855415169,0.37862779040928984,0.07124408685366243,84.01138896041766,-9.166541987952314,0.04239600802290161,-0.8558313280026533,82.85026911061034,-4.8789152476511255
60,None,0.19331467507089153,0.17208547250909495,0.117429256053482,0.2821041234877872,0.23506647287874424,80.75064840194332,5.492675612755759,0.32195212677056534,-0.9160975531367275,118.73955110377536,2.9871419165457453
61,None,0.09239014729746318,0.42915138211953596,0.2940239608899188,0.10573245524491433,0.07870205444816768,82.2905406327603,-4.281864215216798,0.4079734694843086,0.6930286773805561,116.75706134558217,-2.477589798266384
62,Car,0.0,0.0,0.8637229329856084,0.1362770670143917,0.0,63.69897861688644,-19.363653302474592,2.316895729838152,38.01723315931584,61.30209368676907,12.861606054224714
63,Pedestrian,0.7895532632580141,0.1006099636009659,0.05063999341216942,0.035720869177830024,0.02347591055102067,9.576591600577679,-1.4627492721343194,2.052355570989103,3.200894435424308,12.986873832406093,-18.043192261132198
64,Truck,0.0190855226616176,0.023673578189886205,0.07821582490473698,0.8717108819175738,0.007314192326185353,60.51301519120796,-28.43150022216808,2.375318481041983,24.048987033093397,100.43080233076887,2.7560474353396796
65,Car,0.04101843296093834,0.03398504819113804,0.822886721390961,0.05316618746885838,0.04894360998810439,58.64788281485439,-24.526147983380863,2.0607498845523287,41.80456962259291,39.22179630399247,-25.018542717346953
66,Car,0.0,0.0,0.8415288946199672,0.15847110538003278,0.0,36.81233524050925,8.781745649080696,2.560882575070617,76.9086896293658,15.759993552399456,-27.3685699195877
67,Car,,,,,,47.60342086188768,25.408813330609657,2.207362719083881,53.11224936634384,52.33629347917884,25.077149354755676
68,Truck,0.023980654964431667,0.04088761948427947,0.05965531958756111,0.8754764059637279,0.0,18.436335579126805,9.544805260040722,2.773395011666691,12.790034975100257,66.34585045978513,15.686986514227131
69,Cyclist,0.1313562391781771,0.8171209500396576,0.0,0.024288610073300992,0.02723420070886429,20.441167624543215,-8.87410414644723,2.3186400334548773,25.63342743284741,25.85627598670807,5.266244606910895
