Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
33.79,-0.47757942937685915,-1.9122434939755504,-0.32977659601957615,0.7307789856139253,0.43010392235990375,0.3425489982484609,-0.2239946414995838,-1.0232245889758291,0.41223545729957395,-0.6674254480276999,1.747277386704365,0.45640576668361277,-0.46451864204316085,-0.4891081979109026,-0.07435536529087063,-0.19160153761739984,0.8934670204239634,0.14913293579523706,-0.5853053911268224,1.5123525481246263,0.03944666521617811,0.6150717407751175,-0.48658120595580745,0.29049250219561873,0.24888799291455618,-1.5117194336769224,1.6122200883685123,1.0325155687380378,29.17,0.0
168.0,-0.3177562529167901,-0.8818157923646844,0.27804929104284165,0.06935815953151728,0.2845351588505835,0.1532619169552717,0.4049927914447409,1.1578445595134452,0.4544825641029169,-0.8397243991279529,1.0900502821699616,1.31249165079063,2.5216453876096683,-0.8987952265916784,0.19430561052022,-1.6656789625511899,0.44251932510336733,-0.43856023853341813,1.5387566358599627,-0.6196919760148656,-1.3513464303738094,-0.37701099256201576,-1.58039021697371,,-1.6520664370050566,0.022766064946527106,-1.6622494558849574,-0.2562382436293135,54.99,0.0
94.81,3.657386530085566,-2.4215192688190834,2.084493556588338,2.1564076366186256,1.9520171895858847,-2.6216582127416816,-3.807718559040273,2.500717160049966,-2.175939496542166,0.5719471981794125,0.44989969417501785,0.971350806162653,-1.2128882060633754,-0.2234618513857598,-1.9881868669223253,0.15894400763792552,-0.06325387349164503,-0.4632992877085972,-0.3846670316095835,0.5569343977274313,-0.4141540582953718,-0.07047299522325863,1.7359492704644344,-1.1389461095071385,-1.481474185259727,0.6268717318388854,-0.5429144490352826,-0.2545900221940962,37.73,1.0
65.73,-0.6249251025048914,-0.20784011261401003,1.2788304896770732,0.6417027668944955,0.6897788095095817,-1.1329816446341165,-0.9209229892422954,-2.271262927588342,-0.6475046568662033,0.7653625491085267,0.41355721259869677,-0.17721061036169913,-0.01784022697444244,-0.5511084340603245,0.16380710592142733,0.6127026235844919,-1.2927094299283783,0.23971815026987853,0.7459478967637339,-0.3320802311706957,0.560560489696467,2.2517235555780424,-0.08347423438951354,0.31464564000425893,-0.5904456669291133,0.14500093008164033,0.36821729998584307,0.15587387221611046,16.44,0.0
12.21,-0.8157562557670854,0.16508941706036057,1.1697567509741096,0.35890861161162185,0.7695897512574729,-0.1896095760101022,0.5999201915389685,0.22341427057322077,-0.7607285837497857,0.2548168038390996,-0.7933573307522485,-0.5063042199078336,0.15146264583389932,0.23779541870409926,-0.9513859720617033,0.843188616946301,0.45760502264037833,-0.5637827484887071,-1.2300678371593403,-0.11592366326514505,-0.3567549710889282,0.09051236564241825,-0.29049332892445323,-1.605965488596008,-0.3106775506409267,-0.24449528885465038,0.506928819819247,-0.5585597396888398,11.92,0.0
12.21,1.342939738698053,-1.5293124405214058,1.0489339982420995,-0.17945517670248384,0.687667897874845,0.06384118724698648,0.9116444288203754,-0.309889571642249,-0.8788963401422498,1.1364034298168506,-0.09078451670571296,0.1772467788993685,0.9878015312358361,-0.825564193675548,0.4763927181114059,-0.47191580517031273,-0.10573548451549748,0.057823172307431114,-1.200177489157549,-0.6230696342563479,1.0808583139305115,0.7089529508678365,-0.05011166186178789,0.19449876681031447,-0.23539400450916614,1.0852667086623857,-0.16028206223533112,0.18547367370787846,29.28,0.0
4.31,0.916824115313652,-0.6218971878767253,1.2470313475975152,-1.2243691277947015,1.303713704890239,-0.29814046716157966,-0.19415899826022542,-1.5120081369463545,-0.3638357739021543,-0.8318452248215075,-0.4861170762987781,-0.1098487726311037,0.7662332915783245,0.16608268112050062,0.24614132272089106,-0.8764155110764499,-0.7046032716821842,1.4389800146810496,-0.5881608278105973,1.3249666016458366,-0.1944489591046932,0.0018303489148032395,0.8562921281839438,1.0175139375509252,-0.08865004822327,-0.31059444281723114,-0.044736358817770494,0.27036602258569464,10.0,0.0
144.81,0.7130429494958044,0.0033838871953212613,0.49510903841852294,1.3106877858167527,0.3050476898118277,0.24932228480382268,,-2.104584109463251,0.3107005833841347,-0.0758593850246978,-0.41182613993179357,0.1948241633490757,-0.04832298335752663,0.9022242005071188,0.06888869460718232,-0.5975386280561341,0.7921329911674313,-0.173704859956962,0.4212293469378457,,-0.5198615083979491,0.06733458414855692,0.010262914834948096,0.38386162829346643,-0.21491660264779405,-1.469087827016318,-0.34621910687071095,0.6350547737150526,50.11,0.0
66.17,-0.23790086339448516,-0.19710672201163842,0.7891012047247496,-0.5695785818071383,-1.2342425745943197,-0.1285048956203955,-0.38733916099898963,-0.7729970558026033,,0.39320451779742693,-0.007430849254252598,0.24558485814899023,1.4507261588123386,-0.2743030892460513,0.22267890771573567,-0.40737069007930765,-0.6770877759095784,-0.4679261227342159,-0.38300685721735084,0.28758063803770045,,-0.5728347490206723,-0.33330024449237006,-0.050498410488998606,0.3166390789677977,0.21084064956382798,1.0272766351584939,-1.9411136564281666,49.32,0.0
88.65,-1.9095438961565383,-0.39670253760811947,0.8778401500349671,-1.2525184252844772,-2.406105871755006,0.456943524975367,0.19492577896217156,-0.8721667254395439,-0.788431680576744,-0.7757949757077396,0.0884282539791521,-0.5010522209464056,0.39525113518041577,-2.2837013303235127,-0.6854814921022395,-0.9008431687288403,-0.20507254269799377,-0.43043820679211087,0.6382750239166133,-1.487469417328046,0.0363931810646016,0.4466691385693644,1.4853179492495638,-0.38541277687478015,0.2595668834820137,-1.4430902340498921,-1.913564963450419,0.67581950062536,115.63,0.0
